incidenceRate,medIncome,povertyPercent,PctEmployed16_Over,PctPrivateCoverage,PctPublicCoverageAlone
448.2,46289,13.2,59.5,69.9,18.8
445.3,32283,30.1,46.9,47.1,31.1
495.5,40979,12.7,56.7,69.1,17.7
360.0,50545,10.8,60.5,69.1,14.3
389.1,32570,40.5,32.7,44.7,37.2
374.8,44990,16.1,54.7,67.9,23.3
436.7,60304,14.1,61.6,79.3,10.1
538.1,34444,27.1,53.7,40.2,24.9
550.7,39453,18.1,39.4,61.9,19.7
550.3,30127,31.1,38.1,46.2,34.6
496.0,35704,21.9,48.2,59.8,23.8
479.9,32268,27.0,40.9,52.0,25.9
504.7,73750,11.8,59.5,73.1,14.5
524.2,40357,18.8,48.6,59.3,21.9
532.5,37952,22.0,48.6,58.6,25.6
469.8,54610,12.9,39.3,69.7,19.4
351.1,42907,14.8,46.9,61.7,19.1
453.5494221,48609,18.8,70.1,64.5,17.7
509.6,37443,20.2,48.0,53.7,25.7
630.4,32783,26.7,44.5,52.9,29.8
449.4,75714,9.2,63.3,78.3,9.4
420.8,43353,14.5,53.6,67.4,17.7
425.7,55008,9.5,57.0,71.6,14.4
466.8,52050,10.6,61.0,70.9,13.9
453.5494221,51175,14.7,61.9,69.2,15.3
383.2,39484,17.9,48.9,58.6,20.8
528.4,39807,19.0,52.0,63.4,21.7
414.6,38989,19.9,46.3,65.2,20.2
424.2,43986,22.3,43.6,59.2,21.3
429.3,73788,9.9,61.3,69.6,12.5
463.1,34267,32.4,44.8,76.1,13.2
453.5494221,42157,17.5,53.0,68.4,19.5
453.5494221,70535,9.8,64.0,76.4,2.6
453.5494221,46495,12.8,57.6,76.1,14.9
404.1,43344,15.0,63.5,57.2,14.4
403.0,53420,10.7,67.7,75.2,7.6
414.3,27481,47.4,46.5,22.3,43.3
467.9,34008,24.5,51.7,46.3,26.5
455.5,34961,19.9,42.2,44.8,30.2
500.9,40195,18.4,56.0,70.9,16.8
447.6,38530,21.1,47.5,51.5,25.2
429.9,53211,8.0,65.7,78.8,12.4
447.2,34522,31.1,46.7,53.1,26.1
383.6,45945,13.6,63.0,70.4,12.0
400.0,41328,17.1,43.9,58.3,22.0
462.0,52436,13.7,56.1,66.7,16.2
383.9,37173,18.5,52.9,54.2,25.0
547.8,24265,47.0,30.4,42.5,39.1
349.5,46503,13.9,54.5,74.6,11.7
318.5,73274,7.0,69.0,75.1,9.6
408.9,57808,9.8,56.2,74.9,13.1
579.7,58467,7.3,65.9,88.8,5.0
400.5,61935,8.2,59.2,79.6,12.8
427.2,54098,13.8,61.1,70.4,15.3
462.1,37794,21.9,17.6,68.2,18.9
453.5494221,70868,7.6,68.4,79.3,12.9
425.8,48194,14.5,54.0,71.5,17.5
453.5494221,55074,12.8,60.8,75.1,14.4
351.8,34902,24.1,48.5,48.8,26.6
429.4,39907,22.1,55.1,58.1,22.7
392.3,40722,19.7,39.5,62.5,26.7
467.1,39303,19.1,50.2,59.8,25.5
441.0,72264,7.8,63.1,77.5,10.0
420.2,41602,15.1,59.0,75.2,11.5
452.4,39268,23.9,54.0,56.4,23.2
404.3,33975,20.5,39.7,57.4,20.6
368.7,36340,21.3,48.9,64.3,20.9
453.5494221,44727,10.7,59.9,69.4,19.4
450.8,42582,17.6,47.8,65.6,19.2
394.3,31820,21.5,45.7,52.3,25.9
502.0,83162,14.7,60.4,66.6,22.4
432.6,38013,18.6,47.8,66.3,20.3
462.8,52749,9.3,67.4,74.5,10.8
432.6,43488,19.7,57.3,62.4,17.9
404.4,43687,18.5,55.6,66.2,20.3
481.0,44065,13.5,54.2,69.8,17.9
490.8,54547,11.2,55.4,77.6,13.7
429.4,39933,23.5,49.0,51.1,21.4
380.7,63490,10.6,70.8,68.6,13.8
442.5,54642,11.0,64.9,65.4,15.3
450.8,59975,10.7,59.0,80.6,11.7
513.2,34295,24.4,42.2,51.7,31.6
431.5,38221,22.7,51.8,48.5,24.4
477.0,52149,9.9,64.6,77.1,14.4
358.2,39992,22.4,38.0,50.6,28.4
372.0,36566,20.9,50.4,48.2,22.3
405.3,46332,16.8,60.5,55.7,18.7
528.6,25473,35.0,29.0,41.5,37.1
422.9,38871,30.6,51.3,29.9,27.3
453.5494221,45856,11.4,63.1,75.8,15.5
463.3,49616,12.9,60.9,63.7,26.7
452.9,42985,22.9,57.2,49.4,23.7
460.5,54868,13.2,54.7,72.5,17.1
570.6,25768,36.2,34.4,39.3,40.2
469.1,44762,13.0,56.5,66.4,17.3
483.4,41015,22.2,49.6,52.4,23.2
483.2,43178,14.3,56.0,70.3,19.3
472.3,67766,9.8,61.9,75.2,15.1
427.0,41611,19.3,50.3,56.3,26.7
448.5,41572,23.0,48.9,67.9,18.5
423.2,52260,11.7,66.2,71.8,14.9
412.8,50361,13.6,63.6,59.5,12.4
457.8,40921,20.2,48.1,54.3,21.8
477.6,60388,13.7,57.7,69.1,15.3
453.5494221,40714,19.0,48.1,58.1,21.6
449.0,51436,14.7,61.0,69.0,16.4
467.5,47382,17.6,56.8,63.4,19.4
473.8,31963,24.7,43.8,53.7,28.3
523.2,32767,26.0,50.4,60.1,23.8
489.2,42302,21.9,48.9,58.5,24.0
488.1,45288,17.0,39.7,69.2,22.0
470.7,45219,14.7,47.8,61.0,21.0
420.0,32744,22.0,40.8,53.1,26.6
433.2,42854,16.6,53.9,70.4,14.9
521.4,46281,14.7,65.3,78.6,12.1
464.7,36488,20.9,52.0,59.4,19.6
572.8,41211,14.8,49.3,65.6,22.5
512.6,35974,20.6,47.8,57.2,22.7
453.5494221,61665,8.9,66.9,78.7,14.3
341.0,34368,33.5,52.2,32.6,28.2
436.4,41409,19.0,56.7,57.4,21.5
456.2,36675,26.1,46.9,57.8,24.7
453.5494221,43100,16.2,64.3,65.3,19.8
376.2,57644,11.6,70.0,67.5,12.7
412.7,29069,23.9,41.6,54.8,25.9
390.5,45463,23.3,59.7,74.0,12.8
518.7,52349,13.2,62.4,72.4,14.9
463.7,43770,14.2,55.7,65.6,19.3
387.9,38737,23.6,43.9,45.1,29.9
493.2,38183,21.5,48.4,55.4,23.8
494.7,51025,11.3,59.2,76.7,15.0
457.3,39743,15.8,50.7,64.4,21.3
451.2,47358,12.3,57.1,70.2,19.0
573.8,36903,18.0,55.8,57.7,19.9
448.5,42700,21.3,60.8,59.1,22.9
490.8,49476,14.3,42.3,64.0,21.3
413.7,35787,19.5,37.6,53.2,25.3
463.3,58234,7.5,67.6,81.0,11.9
467.1,33789,20.6,36.9,53.4,30.4
549.9,34073,22.1,45.4,55.6,23.5
461.0,49056,13.9,56.4,67.2,15.5
490.5,66556,11.9,57.9,70.8,14.6
385.5,48048,15.7,57.4,60.6,24.4
450.4,51422,14.3,47.2,76.1,13.5
408.0,27875,32.4,41.8,33.5,29.9
425.9,52011,14.0,68.1,76.9,11.7
484.8,52650,8.3,63.4,78.2,14.2
543.8,27877,37.4,45.1,41.7,32.7
503.8,40642,23.5,49.6,57.0,22.5
453.5494221,52749,12.9,57.3,71.9,14.3
492.9,46322,15.8,54.0,66.6,21.5
393.1,43338,14.8,51.6,66.5,18.8
530.3,37281,23.0,44.1,55.8,32.4
479.3,40590,20.7,48.3,57.3,25.7
431.6,37581,19.4,53.8,56.0,18.6
450.2,47966,22.6,59.6,77.3,13.5
473.2,68246,8.0,60.7,80.8,11.1
435.4,33640,21.5,49.1,59.7,24.6
390.6,46186,14.7,53.6,69.3,16.7
453.5494221,57850,10.9,65.2,76.1,17.4
466.4,43562,14.7,55.6,67.4,20.3
431.5,37417,19.9,48.1,58.4,23.9
491.9,45807,12.9,57.7,64.0,18.1
408.9,50358,12.5,57.9,74.6,12.5
444.5,72973,5.8,62.5,83.8,9.6
435.7,55177,11.0,59.6,75.7,11.7
433.9,25413,38.1,40.3,46.5,26.2
450.3,36795,19.2,46.7,61.8,19.1
460.8,40555,15.2,45.5,58.6,21.6
375.8,38403,23.4,52.9,49.6,29.4
446.6,50935,13.9,52.1,72.1,14.9
411.2,44113,17.6,49.4,58.3,19.2
459.6,46388,17.2,58.7,68.4,17.1
381.0,27382,28.2,50.6,54.2,24.1
488.3,32054,28.5,41.3,45.1,28.5
349.7,49348,14.6,45.9,63.7,21.1
464.5,43087,18.6,46.5,54.2,21.6
384.2,40442,19.3,40.8,59.2,19.1
478.3,61750,7.9,68.2,78.7,11.0
475.7,32239,27.1,48.9,48.6,25.4
452.5,36383,20.1,35.8,57.6,24.4
417.9,50388,15.8,57.1,49.9,29.2
481.9,40839,16.6,42.1,60.2,21.6
325.8,32083,23.2,35.9,51.0,33.0
397.1,55520,13.2,57.7,73.4,12.4
453.5494221,53291,12.1,58.7,73.1,17.9
421.7,33881,23.1,49.4,58.6,21.7
470.6,58291,11.3,61.9,70.2,17.5
400.0,33043,26.0,49.7,46.5,32.3
453.5494221,48645,11.2,60.5,79.5,11.3
414.6,42722,17.3,48.0,53.6,24.5
414.7,31330,26.4,39.9,56.6,26.1
459.6,41940,22.4,47.7,65.6,18.0
453.5494221,57878,8.8,66.0,80.7,10.9
389.8,38655,19.3,58.3,50.6,21.6
427.4,61747,9.9,58.5,69.8,17.3
399.8,59569,17.5,62.4,72.7,10.6
412.9,44430,13.8,57.0,66.2,16.4
433.4,50917,18.1,52.3,54.7,27.7
445.8,77281,10.7,53.9,63.5,16.6
489.1,50191,11.6,58.5,71.7,16.2
404.0,40189,17.8,40.9,55.8,24.1
453.5494221,51241,15.6,57.7,62.9,16.0
578.2,38331,17.2,51.8,59.9,21.2
461.3,55915,8.7,59.6,70.0,17.1
400.9,40305,16.8,48.9,63.7,20.6
449.0,57517,12.0,51.4,69.1,17.3
453.5494221,64490,13.0,67.9,75.4,15.2
380.9,40081,23.4,52.9,47.3,23.3
448.5,41678,14.1,51.9,69.4,17.8
417.5,34321,24.3,45.3,50.7,25.9
453.5494221,45353,11.4,63.2,74.6,9.2
468.1,86654,6.7,64.2,81.6,10.9
453.5494221,44113,15.3,54.4,62.3,26.8
512.7,25402,43.0,32.0,36.3,36.3
444.5,51003,15.8,59.8,61.2,17.3
385.1,36929,22.5,44.5,48.4,20.6
336.8,31734,31.7,33.1,49.7,28.4
457.7,44119,18.9,49.7,60.9,22.5
456.8,41595,15.7,52.5,62.5,13.6
460.1,36333,24.3,43.7,47.6,28.4
367.3,38528,21.9,41.3,59.7,22.9
417.6,32662,22.1,51.6,58.1,24.0
480.4,31835,30.9,44.4,49.3,18.7
450.9,48232,15.0,51.0,64.7,16.8
457.8,43972,16.4,48.9,66.6,16.0
448.4,58030,18.2,57.8,55.8,25.0
381.9,35256,22.3,40.1,49.0,25.9
493.5,49569,12.0,63.4,73.8,15.9
364.5,59416,10.3,49.7,69.6,14.7
453.5494221,53838,9.2,69.1,80.4,12.5
434.9,63166,9.3,66.4,74.1,12.8
503.8,56099,11.0,57.9,70.1,16.4
445.5,42582,16.9,52.9,67.7,19.3
464.2,75738,11.3,64.9,75.8,12.7
364.0,44562,13.9,52.8,60.2,22.7
378.2,56067,12.3,57.4,73.6,15.4
487.7,43810,16.2,53.2,67.3,20.3
465.4,43851,16.5,50.8,65.3,20.9
330.8,36290,20.8,45.3,62.7,20.7
395.1,43564,13.3,69.9,76.0,12.9
449.5,51868,10.6,60.0,73.0,16.3
518.1,72041,6.3,65.3,84.8,7.5
431.7,35425,24.7,49.4,49.2,29.7
525.8,46878,14.8,54.0,65.5,23.8
498.3,42032,16.7,46.3,68.1,19.6
460.6,42374,17.5,52.7,62.2,21.6
463.5,45453,15.4,52.4,63.1,17.9
443.1,36205,21.5,50.5,69.2,17.8
402.5,52428,11.5,60.9,68.0,16.2
495.8,67342,6.3,68.0,81.4,12.4
516.3,58392,10.2,59.7,71.2,13.6
449.2,41446,15.8,62.8,62.1,17.5
493.0,49689,12.1,54.5,70.3,22.7
440.7,47069,18.2,61.6,60.3,17.6
446.1,47018,14.8,39.0,77.7,10.6
468.6,48767,11.6,56.4,67.9,22.5
475.8,60556,9.9,62.7,80.2,12.4
469.2,36736,21.6,43.5,64.8,19.3
449.1,40801,17.2,51.4,60.3,21.8
491.9,47615,15.2,55.2,69.5,16.4
432.1,38280,19.7,49.7,52.0,17.9
344.1,34206,26.0,46.4,47.2,24.9
417.3,62536,11.9,66.9,73.1,11.0
456.9,41800,18.0,60.8,59.0,20.5
401.5,38219,17.9,43.7,53.6,28.4
374.9,35491,23.7,42.8,55.5,19.5
485.0,44138,19.6,56.4,65.3,22.5
499.6,37968,21.7,52.3,57.5,25.3
438.7,51629,11.9,55.6,76.5,13.4
511.0,40923,18.9,54.6,61.4,26.2
480.3,35321,25.3,38.3,53.5,28.9
413.9,53321,13.7,43.0,66.6,19.2
453.4,38653,18.8,50.9,55.5,24.6
506.5,54865,12.3,58.2,73.6,15.0
350.1,44726,12.3,67.0,70.5,16.9
418.6,76061,12.9,60.9,65.0,18.3
466.9,48316,13.5,60.1,69.7,20.8
472.0,49949,14.6,54.9,75.4,12.9
524.5,33943,23.0,41.8,54.6,29.5
486.0,59399,9.7,60.4,76.7,12.8
453.5494221,45781,17.3,60.3,66.7,18.8
434.9,66034,14.7,56.7,66.6,16.8
399.1,51673,14.1,49.5,61.1,19.3
510.2,39089,21.8,50.7,65.5,20.9
484.6,35740,25.2,53.3,43.0,22.4
465.9,52331,14.7,57.3,71.6,18.5
472.2,55047,11.6,57.7,73.1,17.5
429.4,41849,18.3,48.5,63.0,18.4
417.7,51831,11.3,60.9,69.3,16.1
462.6,40251,17.5,54.0,60.3,23.6
341.9,59408,7.1,62.6,84.8,7.9
391.3,57007,14.1,60.1,62.3,21.3
484.9,50347,13.3,56.1,71.8,18.2
490.9,37873,14.9,44.0,60.3,23.6
464.1,41319,22.9,55.9,69.2,19.1
402.3,44109,11.8,65.3,67.3,15.6
438.1,52894,9.6,62.6,78.5,11.8
453.5494221,56927,9.4,62.0,77.6,11.9
407.6,48569,14.1,58.1,63.4,26.0
469.4,41326,16.9,50.6,64.4,20.1
379.5,44947,11.5,62.0,73.2,16.2
451.5,50348,12.4,54.9,63.8,19.1
415.9,43818,24.8,49.8,48.0,32.3
446.9,53026,11.7,59.1,73.3,14.7
427.7,41316,17.5,50.0,60.3,19.3
429.4,37113,23.9,44.0,46.9,24.5
453.2,50108,12.0,58.8,71.9,17.3
419.3,43852,11.5,60.7,74.8,9.8
349.7,26309,35.3,28.6,54.8,24.5
489.7,40422,17.5,57.1,65.2,19.4
549.3,30333,29.8,42.0,49.2,31.1
496.2,57732,12.4,59.9,70.5,21.9
430.1,37853,19.0,50.8,56.4,22.9
460.0,34017,33.9,46.5,49.3,31.3
423.2,84686,8.6,63.4,80.2,12.3
378.7,34201,25.9,52.3,51.6,26.2
453.5494221,52795,10.8,60.5,81.9,10.5
433.0,68166,14.1,60.1,64.5,20.5
507.1,70074,10.7,62.5,71.6,21.4
445.3,55319,9.1,68.5,78.6,10.7
487.1,42730,19.9,48.2,57.8,23.5
514.6,40013,18.5,41.7,63.5,21.3
426.3,50719,12.4,67.6,70.7,16.4
491.2,37230,20.6,41.2,56.9,26.2
457.3,27709,33.7,36.5,47.1,34.0
501.0,36810,20.1,49.6,58.5,22.9
475.1,35980,21.2,46.0,50.5,31.1
455.6,40683,20.8,50.3,61.0,21.6
524.8,32835,25.9,42.6,54.3,26.5
452.5,35266,20.5,47.7,56.8,21.0
472.7,50919,14.0,63.4,76.0,12.2
372.0,39625,17.4,49.3,56.6,24.7
354.9,38783,21.1,33.3,47.1,24.1
463.0,68172,11.1,62.0,65.9,17.1
409.0,34354,24.6,49.2,57.9,22.8
441.8,51175,11.3,59.5,67.4,18.1
427.8,51285,11.5,54.2,66.1,17.4
478.1,54400,9.9,65.2,75.6,14.8
462.1,52752,16.8,60.1,68.4,15.0
444.5,92446,7.2,63.9,82.1,11.0
516.0,45483,16.7,58.0,59.7,23.1
464.0,42823,24.4,44.5,54.8,23.0
415.4,57737,15.0,60.6,79.7,15.3
488.7,36390,23.4,38.2,60.4,24.3
387.8,41813,14.6,63.0,55.5,19.4
284.8,38469,17.0,53.1,73.8,11.9
420.0,97219,8.5,61.9,74.1,14.2
430.3,45589,19.3,61.5,65.1,17.1
474.1,49117,13.1,60.0,70.1,13.4
453.5494221,88500,4.8,73.2,87.5,7.4
501.1,61945,8.1,69.5,83.3,8.5
389.8,46394,14.9,54.3,59.3,22.5
486.7,83152,10.4,60.4,73.6,14.8
444.9,58268,10.6,51.1,80.6,10.6
449.5,48128,13.4,57.4,72.7,14.5
488.8,76365,7.9,64.2,80.1,12.7
490.1,36886,28.1,36.8,54.7,23.6
459.7,50305,19.5,65.3,80.4,9.9
452.4,58750,14.6,58.5,66.6,19.1
484.6,58473,11.5,60.0,75.4,15.5
379.0,26732,41.4,42.7,36.8,24.0
461.5,35004,24.0,42.0,44.6,26.8
460.2,50896,10.8,63.7,77.9,10.6
434.1,30056,25.8,43.3,54.2,27.0
355.6,32964,25.5,41.4,46.4,30.2
508.0,33134,27.4,46.4,53.6,24.3
423.7,44531,15.1,48.6,70.5,17.9
490.7,45944,19.7,57.1,65.3,18.5
478.1,36118,21.6,49.0,57.7,22.4
468.8,53804,15.7,57.9,71.9,15.1
475.2,51048,14.2,52.5,70.2,13.7
508.7,71885,7.2,62.8,82.6,11.2
396.4,33127,22.0,46.3,47.1,30.9
453.5494221,54433,9.6,62.8,76.8,13.3
467.0,50244,13.0,60.9,70.8,19.1
426.4,39936,15.2,61.5,72.1,13.0
296.2,37465,23.6,49.1,49.5,27.9
431.1,42622,17.7,59.2,68.4,17.6
538.8,36449,17.3,42.3,48.3,27.1
459.2,52978,14.4,60.0,69.4,17.0
305.1,58425,8.6,61.5,74.1,9.4
326.4,29244,33.7,32.4,41.8,32.8
396.1,52224,13.9,62.0,72.4,16.8
479.1,54141,12.0,65.4,72.5,17.2
497.9,37597,20.0,52.4,66.8,15.5
427.3,46750,15.4,59.3,57.2,15.2
434.6,40382,22.6,49.9,48.9,25.7
527.2,54271,14.1,56.5,69.2,20.5
501.1,44800,15.6,55.1,60.6,19.6
509.4,59300,12.2,57.8,75.2,13.5
462.7,33428,30.4,45.5,48.3,27.1
401.8,45454,15.8,49.2,69.6,18.9
432.3,46835,13.9,51.6,67.0,19.3
380.6,33136,24.4,51.0,48.2,30.3
425.0,49565,10.1,58.2,71.4,18.0
454.6,54836,11.7,55.8,72.1,16.2
434.7,38419,23.1,41.0,58.7,18.9
393.0,41736,20.2,43.2,53.2,27.5
424.7,44175,19.5,45.8,60.7,22.5
424.8,55139,15.0,51.9,64.6,16.4
415.5,60658,10.7,63.7,70.6,12.7
413.4,76996,12.5,60.8,70.7,16.6
496.0,48552,19.8,63.0,72.4,14.7
392.0,53290,13.6,66.8,82.7,9.1
453.5494221,43706,18.5,58.5,58.6,26.1
211.1,34258,21.8,47.6,35.2,22.7
487.1,46831,18.4,60.9,65.9,19.0
429.7,48461,17.1,55.6,60.7,17.9
423.8,43823,19.3,46.3,58.3,24.1
514.9,45840,20.1,57.3,72.7,16.7
493.1,34116,24.8,46.0,49.6,31.0
410.9,64533,9.2,56.9,70.6,12.5
503.6,43615,20.4,51.0,54.9,25.2
525.3,42288,16.9,52.4,63.9,22.5
495.0,40065,25.0,53.1,69.1,16.3
560.9,25562,40.3,39.4,33.5,39.8
403.5,53654,12.3,67.6,71.7,15.9
484.0,46598,15.0,57.2,62.1,21.5
502.9,46067,13.3,52.7,67.7,19.5
470.1,47542,14.3,55.6,68.3,19.4
497.7,55482,11.2,63.1,72.2,15.7
433.8,54230,17.3,63.2,54.7,19.8
437.9,49507,12.4,61.7,74.4,15.6
397.1,31623,28.9,44.0,52.9,25.8
505.2,40312,18.0,50.8,57.7,26.7
261.1,40590,29.2,46.7,45.4,25.1
451.3,41930,16.1,46.3,60.2,23.3
440.9,41521,21.8,51.9,54.0,22.0
405.5,55686,18.7,58.0,55.0,23.0
473.3,53342,15.3,63.4,72.2,16.4
459.2,51584,12.0,57.1,68.2,21.4
421.6,51282,10.7,59.4,76.8,14.9
473.9,47024,15.8,60.1,58.6,22.1
445.6,42645,15.9,54.1,63.5,22.0
506.0,40957,17.9,51.5,60.1,25.7
458.9,44801,16.5,45.6,71.6,17.7
468.2,48718,15.9,53.0,71.1,18.6
482.3,42056,16.7,55.0,60.9,20.5
330.5,31429,26.6,37.9,52.5,26.3
472.9,60946,7.4,67.1,86.2,5.7
434.6,36351,19.3,48.0,60.5,23.7
399.5,57720,17.7,62.7,56.5,21.3
463.2,51022,13.9,35.7,64.7,20.4
452.2,42840,18.8,52.1,49.3,31.5
419.4,41504,19.9,44.5,56.8,26.6
521.8,45211,16.0,56.9,71.9,17.2
413.3,67260,9.8,66.8,60.4,9.3
391.8,34445,21.2,50.6,62.3,21.8
453.8,36620,24.9,40.5,56.0,24.3
468.0,47286,12.9,51.4,64.4,18.5
466.3,43701,13.4,55.3,69.6,19.9
453.5494221,60869,9.6,63.9,77.2,13.9
448.2,46061,16.8,53.0,69.8,18.7
489.6,34216,29.9,47.7,70.6,18.6
388.4,37014,20.4,56.5,51.1,25.8
393.2,44397,15.0,49.5,59.9,16.9
502.6,58577,11.8,64.3,74.8,12.4
465.6,42684,23.6,52.1,74.5,15.9
483.1,32408,26.1,54.1,45.0,24.8
367.9,40205,18.0,40.9,64.3,19.9
500.1,38329,21.0,49.3,55.0,30.4
341.0,40680,24.9,39.3,52.1,23.1
503.0,37625,27.2,44.0,55.2,29.0
379.3,40642,16.2,45.2,60.3,19.7
521.3,28341,25.7,43.8,50.3,30.2
473.4,43305,16.3,59.1,65.4,20.4
447.4,28456,37.4,29.6,47.6,27.6
426.5,58587,11.2,52.5,70.5,14.6
440.9,56791,9.6,67.7,78.9,10.6
496.6,30299,28.1,41.6,45.2,33.0
442.7,50192,13.9,60.5,59.8,19.1
479.1,54920,8.7,62.2,76.2,11.1
448.4,37096,39.5,27.0,36.6,32.7
524.9,62937,11.9,53.6,70.9,19.0
421.9,41802,16.5,53.0,63.6,20.8
459.5,51221,12.4,59.6,73.0,13.3
454.1,45193,16.2,48.9,62.9,17.8
511.5,26439,40.1,39.3,38.9,35.6
470.1,35884,18.9,47.8,59.9,24.1
453.5494221,52862,15.4,59.6,65.4,15.6
482.6,50219,11.9,53.7,73.7,15.5
538.3,44191,14.4,46.2,74.2,13.8
471.7,46839,14.9,57.2,69.0,18.8
214.8,32086,26.7,44.1,34.9,34.2
420.1,44716,15.8,64.1,69.4,14.3
456.2,32734,27.4,47.5,46.5,32.2
466.4,45704,18.5,47.9,64.6,21.6
438.5,55472,12.4,51.0,64.9,16.0
405.4,53150,11.8,68.9,77.2,13.3
492.9,51947,12.3,63.3,70.5,17.2
544.2,78983,8.2,61.3,78.0,12.8
453.7,42903,14.3,56.6,66.9,17.0
381.3,32815,25.4,42.0,49.5,25.4
488.5,60093,9.6,61.3,76.0,13.6
394.5,50758,10.3,67.8,70.3,14.2
453.5494221,51032,10.8,63.2,72.0,19.8
467.9,42063,17.8,42.2,63.9,22.6
425.3,30516,29.8,44.8,45.2,32.1
433.4,44551,17.5,46.7,54.3,22.9
506.6,52578,11.8,64.1,73.4,17.4
425.6,49159,12.4,65.9,75.8,14.8
448.7,37813,19.6,43.3,52.2,26.7
453.5494221,52042,12.2,62.5,72.5,17.2
435.5,65738,8.2,67.8,70.8,8.3
445.5,56465,10.0,60.4,72.8,13.0
461.5,42252,19.1,56.6,59.9,22.7
453.5494221,47723,11.9,58.4,74.9,15.3
532.8,43699,12.0,61.8,76.0,14.1
526.5,36808,26.4,54.1,56.5,22.4
454.7,32750,22.0,39.9,54.3,22.0
473.4,51836,13.7,68.4,72.2,14.5
420.8,41587,22.1,56.2,52.0,22.2
436.7,45574,15.9,61.9,67.4,13.4
508.6,59831,10.0,60.8,69.6,16.8
434.1,49552,12.8,54.4,71.5,14.9
485.9,64632,12.3,60.8,73.4,17.0
361.2,29147,25.8,35.0,60.6,20.2
374.7,35522,20.7,47.2,54.2,20.0
345.3,60650,10.0,59.1,80.6,11.3
425.1,70874,6.9,67.3,81.8,9.3
417.3,50358,13.8,54.3,70.0,18.7
467.3,58673,11.0,65.0,71.3,20.4
482.7,44461,12.7,59.4,70.3,16.6
424.9,31486,29.8,47.8,49.3,28.1
485.9,71294,8.3,61.3,76.9,12.4
591.0,32961,25.1,39.6,48.7,32.5
473.3,47278,18.3,58.8,63.9,21.3
471.5,50295,15.0,53.8,66.2,17.0
453.5494221,48188,9.2,65.8,72.9,18.6
472.2,42079,13.4,52.9,64.8,22.4
464.7,51911,10.1,59.3,68.5,15.4
448.5,54196,14.6,60.3,71.0,15.2
517.7,74576,8.5,62.4,76.7,17.4
430.4,38641,21.1,44.8,53.4,28.7
463.4,37344,21.9,46.0,60.0,22.5
463.0,39983,19.7,57.3,68.7,16.6
460.5,75689,8.3,55.8,78.2,11.3
483.9,52776,10.5,62.3,73.1,17.3
470.4,32645,23.0,50.0,48.6,26.0
443.6,49625,12.9,60.6,73.7,15.8
356.3,36482,20.0,41.0,54.0,27.0
435.6,67676,8.6,60.4,80.0,9.2
460.2,64350,10.2,59.4,76.5,12.6
429.2,41588,18.4,45.2,58.9,25.4
374.4,39256,19.1,49.3,54.8,21.5
392.1,45721,14.3,55.0,67.1,16.1
478.1,36994,20.3,45.8,53.8,25.8
338.2,45808,23.8,51.7,35.2,36.1
362.3,36627,24.0,46.6,49.4,23.7
374.1,37527,20.9,46.8,55.8,25.3
400.8,25530,39.9,35.5,47.9,30.1
492.0,61598,9.1,66.0,78.2,10.3
420.3,58921,9.8,59.2,67.0,16.7
515.2,55371,15.3,60.8,72.3,18.6
528.7,41434,24.1,49.9,58.4,26.0
475.7,41348,19.0,49.6,53.3,26.3
526.7,51550,20.5,61.0,68.1,17.1
523.5,44358,19.7,56.7,68.2,17.9
407.5,42839,14.6,67.4,59.4,18.1
450.4,53799,14.7,65.0,72.9,13.7
453.5494221,51028,11.2,63.6,74.5,15.3
437.7,48287,17.3,55.9,62.2,15.8
488.5,100511,5.0,64.7,84.0,7.5
414.1,42572,16.3,52.0,58.7,23.6
